form_id,form
3670,göht
3671,ɡö
3672,prima
3673,gömer
3674,fire
3675,fie
3676,firenze
3677,toscana
3678,budapest
3679,spanie
3680,tessin
3681,EF-wuche
3682,florenz
3683,houptstadt
3684,alk
3685,kauft
3686,wiederhout
3687,tertia
3688,lebenssituation
3689,chanis
3690,nu
3691,alleini
3692,hu
3693,wüssts
3694,witerhout
3695,freifächler
3696,freifach
3697,arme
3698,latinisch
3699,ienisch
3700,italien
3701,italie
3702,schwerpunktfächler
3703,freiwiuig
3704,niene
3705,versteisch
3706,anderi
3707,wiene
3708,medizin
3709,studiere
3710,informatiker
3711,bh
3712,gsichtsforme
3713,gsesch
3714,wienes
3715,achtegg
3716,gsichtsform
3717,ne'nei
3718,gsichtform
3719,alles
3720,forme
3721,gschichtsstund
3722,ichecho
3723,häsli
3724,(KÜNSTLICHES LACHEN)
3725,ne:i
3726,di:ng
3727,aff
3728,gnärvt
3729,husufgabe
3730,quarta
3731,kene
3732,tsja
3733,gymerlehrer
3734,praktikum
3735,major
3736,minor
3737,psychologie
3738,beidne
3739,schlussentlech
3740,unterrichte
3741,einzelni
3742,Ps
3743,chämti
3744,philosophiekrise
3745,pädagogik
3746,coolste
3747,diskutiersch
3748,steut
3749,thesene
3750,letschthin
3751,doktor
3752,zuekunft
3753,studiert
3754,begründe
3755,abratet
3756,studiersch
3757,schwöschter
3758,psychiater
3759,iga
3760,zwöitens
3761,suizid
3762,glandet
3763,sitene
3764,schlächte
3765,barriere
3766,schlechte
3767,gheisch
3768,efach
3769,zrüggzieh
3770,ts
3771,h
3772,distanziere
3773,afö
3774,abgschafft
3775,warnig
3776,weis
3777,verbunde
3778,usdrück
3779,emoji
3780,netflix
3781,mou:
3782,james
3783,corden
3784,cats
3785,hättsch
3786,mitzcho
3787,chunnts
3788,elf
3789,füfte
3790,ends
3791,januar
3792,chatz
3793,trailer
3794,typisch
3795,rebel
3796,wilson
3797,pitch
3798,perfect
3799,blondi
3800,geili
3801,jason
3802,derulo
3803,taylor
3804,swift
3805,cat
3806,lover
3807,chatze
3808,rollene
3809,apasst
3810,gfaue
3811,depri
3812,angersch
3813,erwachse
3814,loser
3815,singt
3816,depressive
3817,sänger
3818,allgemeine
3819,schouspieler
3820,berühmt
3821,agsteut
3822,england
3823,glynn
3824,agstellt
3825,offices
3826,shops
3827,verdiene
3828,mo
3829,partei
3830,rezo
3831,i:::
3832,ame
3833,proof
3834,vlogger
3835,(gang/gen)
3836,alfie
3837,deyes
3838,daily
3839,ladt
3840,vlog
3841,vloggt
3842,schnidt
3843,schnidts
3844,selber
3845,findets
3846,alte
3847,vlogs
3848,tagebuech
3849,privati
3850,allgemeini
3851,shoppe
3852,brighton
3853,van
3854,teile
3855,gfiumet
3856,würkt
3857,drama
3858,freak
3859,wäglege
3860,zoella
3861,zoe
3862,sugg
3863,berüehmti
3864,nöijahr
3865,längers
3866,channels
3867,channel
3868,videos
3869,ufeladt
3870,challenges
3871,talkshows
3872,podcasts
3873,halt
3874,ufwändiger
3875,närve
3876,youtubers
3877,logan
3878,paul
3879,jake
3880,skandal
3881,wetts
3882,a:h
3883,spekulation
3884,dolan
3885,twins
3886,charles
3887,emma
3888,chamberlain
3889,sister
3890,squad
3891,gnannt
3892,friends
3893,häbt
3894,spekulatione
3895,zwöine
3896,ethan
3897,agluegt
3898,glächlet
3899,kommentär
3900,schnä
3901,tschudigung
3902,usenang
3903,(i)schs
3904,zwillinge
3905,usraste
3906,kommentar
3907,alli
3908,irgendeso
3909,posted
3910,psychisch
3911,zyt
3912,psyche
3913,twitteret
3914,froh
3915,jemaus
3916,kenneglehrt
3917,responds
3918,aaron
3919,rumour
3920,zämehäng
3921,loht
3922,berüehmtheite
3923,kommentiere
3924,denke
3925,vergüdisch
3926,instasite
3927,öppertem
3928,berüehmtem
3929,null
3930,komma
3931,fans
3932,unnötigi
3933,stars
3934,unnötigs
3935,kommen
3936,bhaute
3937,rektion
3938,reaktion
3939,fan
3940,hasskommentär
3941,machenis
3942,gseuschaft
3943,abelade
3944,chind
3945,überwache
3946,verschtah
3947,gotte
3948,FMS
3949,ustuschjahr
3950,instragram
3951,abeglade
3952,whatsapp
3953,bild
3954,social
3955,media
3956,postet
3957,mei
3958,poliziste
3959,sicherheit
3960,soziale
3961,medie
3962,ufelade
3963,schuelhusgang
3964,ufhänke
3965,stuel
3966,chläbe
3967,grossmuetter
3968,poste
3969,bruches
3970,watcher
3971,player
3972,dave
3973,franco
3974,miete
3975,dütsche
3976,wüssti
3977,teen
3978,wolf
3979,amerikanische
3980,amerikanischi
3981,wil
3982,stories
3983,beklagt
3984,usgrastet
3985,schottland
3986,DVDs
3987,deheime
3988,cinderella
3989,disney
3990,filme
3991,pocahontas
3992,plattform
3993,blibt
3994,speziells
3995,verfilme
3996,heidi
3997,nils
3998,holgersson
3999,jö
4000,icheluege
4001,pumuckl
4002,shaun
4003,schaf
4004,pfuuh
4005,bär
4006,halbmond
4007,dernäbe
4008,rägebogebärli
4009,emily
4010,gschenkt
4011,schmöckt
4012,honigkuchenpferd
4013,not
4014,bubblegum
4015,meerjungfroue
4016,schwümme
4017,paw
4018,zueteilt
4019,mako
4020,H2O
4021,yakari
4022,gahni
4023,norm
4024,termin
4025,schribi
4026,wa
4027,willsch
4028,(i ha/mh ja)
4029,büecher
4030,witerschnure
4031,père
4032,nüu
4033,dänk
4034,(cha)sch
4035,letschtens
4036,tststs
4037,american
4038,sniper
4039,chriegsfium
4040,babyszene
4041,bébé
4042,unecht
4043,puppe
4044,KOMISCH
4045,horrorfiume
4046,(im zäut/säute)
4047,blind
4048,birds
4049,verbundnige
4050,ouge
4051,umedingsle
4052,bo
4053,eig
4054,horrorfium
4055,han
4056,illegal
4057,jesus
4058,me:ga
4059,bispiel
4060,mirror
4061,komiste
4062,hocksch
4063,änderet
4064,verhaute
4065,versteit
4066,biuiger
4067,sölli
4068,sägemer
4069,beschtimmte
4070,zytspanni
4071,kassie:rer
4072,zerst
4073,usrä
4074,igä
4075,kasse
4076,usenäh
4077,schnursch
4078,mitne
4079,effektiver
4080,söui
4081,(hesch/hani)
4082,eigeti
4083,entwickle
4084,sklave
4085,behandlet
4086,that's
4087,robot
4088,nime
4089,vergisses
4090,geht
4091,(dere/ihre)
4092,nachteil
4093,däiche
4094,nebraska
4095,verleideter
4096,fä
4097,fähle
4098,nährstoff
4099,erwarte
4100,jop
4101,däich
4102,ungsung
4103,tuenis
4104,nimes
4105,br
4106,brot
4107,chäs
4108,(irgendwo/immer)
4109,giengi
4110,gsündste
4111,verschiednigs
4112,druftue
4113,verschiednis
4114,zausch
4115,gägeargument
4116,okey
4117,sauzigs
4118,süesses
4119,verwirrt
4120,(isch)
4121,notwendig
4122,store
4123,walmart
4124,tar
4125,crazier
4126,ichoufe
4127,schwein
4128,sägemers
4129,wichtige
4130,tälentiert
4131,a'a'
4132,schiis
4133,fotos
4134,nachesteue
4135,perfekt
4136,usgrichtet
4137,motto
4138,nache
4139,real
4140,life
4141,versus
4142,irgende
4143,promi
4144,a'
4145,säubstverarschig
4146,komedy
4147,comedy
4148,morn
4149,tanz
4150,aschisse
4151,abga
4152,rastet
4153,chömm
4154,chöng
4155,socke
4156,bou:m
4157,fröit
4158,grätturne
4159,eigeni
4160,hett
4161,zwo
4162,starrt
4163,boa
4164,ougekontakt
4165,agstarrt
4166,help
4167,turnhaue
4168,garderob
4169,suffe
4170,laptop
4171,ufboue
4172,schneue
4173,gäuet
4174,definiert
4175,lachend
4176,hocki
4177,bed
4178,grätr
4179,hau
4180,dinghaue
4181,grätrum
4182,pföste
4183,chööt
4184,mithäufe
4185,hane
4186,tor
4187,ufsteue
4188,lieb
4189,stimmig
4190,übrigens
4191,(UNVERSTÄNDLICH heisst doch er het s efach nume einisch wie einisch)
4192,mach
4193,gedanke
4194,tolle
4195,charakter
4196,bewärti
4197,sportlehrer
4198,IG
4199,gschätzt
4200,nüne
4201,mum
4202,verwirrend
4203,füfedrissgi
4204,risiko
4205,down
4206,syndrom
4207,dänkemer
4208,e(igentle)ch
4209,(h)albinoamsle
4210,albinoamsle
4211,fötele
4212,erfahrt
4213,fucking
4214,amsle
4215,strich
4216,fäli
4217,schnee
4218,brun
4219,wiis
4220,albino
4221,gsunde
4222,wissi
4223,amslene
4224,fah
4225,albinoamslene
4226,überspringe
4227,uetedor
4228,uetedorf
4229,mühle
4230,tube
4231,lo
4232,li
4233,villecht
4234,apriu
4235,scheiss
4236,non
4237,würkli
4238,Italie
4239,bsüecherle
4240,lektione
4241,lol
4242,abschluss
4243,primaner
4244,auk
4245,adreiht
4246,weiter
4247,chlei
4248,aukohol
4249,terzia
4250,tüscht
4251,nimmt
4252,mitschüeler
4253,klugste
4254,schwerpunktfachreis
4255,ital
4256,frankrich
4257,wandtafele
4258,nö
4259,wörtli
4260,latinischwörtli
4261,stärkt
4262,selbstbewusstsein
4263,hilft
4264,bei
4265,anderen
4266,sprachen
4267,beispiel
4268,stuss
4269,verreckt
4270,gibt
4271,bessere
4272,noten
4273,schwerpunkt
4274,gsuech
4275,sprach
4276,vorteil
4277,vieregg
4278,tier
4279,verchlüpfts
4280,murmeli
4281,schiss
4282,gf
4283,praktikante
4284,anschinend
4285,lah
4286,strub
4287,praktika
4288,böse
4289,fächer
4290,arschstudium
4291,voustudium
4292,pf
4293,dont
4294,oberstufelehrer
4295,ungerrichte
4296,philosophie
4297,obwou
4298,einzel
4299,verschiednigi
4300,lehrere
4301,bau
4302,chäm
4303,sou
4304,pädagogikkrise
4305,gebornige
4306,philosoph
4307,philosophiere
4308,philosophe
4309,sichtwisene
4310,respekt
4311,beantworte
4312,mönschlechi
4313,spannenste
4314,begah
4315,mental
4316,starch
4317,überschrift
4318,emojis
4319,fake
4320,wahr
4321,fat
4322,amy
4323,oustraliere
4324,fingis
4325,komi
4326,talkshow
4327,mitspiele
4328,rihanna
4329,werbefründlech
4330,wärbige
4331,bechunnsch
4332,produkt
4333,zuegsendet
4334,klick
4335,ufwändigi
4336,julien
4337,bam
4338,shoote
4339,special
4340,effects
4341,schnide
4342,irgendwelchi
4343,beauty
4344,zeigsch
4345,konzept
4346,derhinger
4347,(dumm/un)
4348,ungerschätzt
4349,privatsphäri
4350,kamera
4351,gfahr
4352,fiumt
4353,hanget
4354,rueh
4355,sörigi
4356,handle
4357,spezieus
4358,leuge
4359,querbeet
4360,interessiert
4361,mehrheitlech
4362,dütschsprachigi
4363,intressiert
4364,labere
4365,reactions
4366,wasi
4367,(lets plays?)
4368,düregstige
4369,strit
4370,iverstange
4371,(d)ass
4372,spekuliere
4373,üf
4374,überenang
4375,abläsch
4376,ablästere
4377,korrekt
4378,erwartisch
4379,chindergartemässig
4380,bedeckt
4381,wotti
4382,logischerwiis
4383,fausche
4384,privat
4385,grännet
4386,ungerstützt
4387,schuld
4388,rueder
4389,witergmacht
4390,spiele
4391,spieli
4392,spiu
4393,psycho
4394,ärnsthaft
4395,mitenand
4396,bestätigt
4397,usrasch
4398,wesch
4399,fragi
4400,bessers
4401,analysiere
4402,irgendöpper
4403,wen
4404,meiniɡ
4405,hürat
4406,produktiv
4407,mean
4408,härzlech
4409,int
4410,schribt
4411,provozieres
4412,provoziere
4413,hautisch
4414,fingschs
4415,artiku
4416,fouged
4417,öine
4418,störts
4419,recht
4420,bezwifle
4421,druschöme
4422,lade
4423,hänke
4424,säute
4425,sorere
4426,ang
4427,usefinge
4428,usgsed
4429,bezwifles
4430,englische
4431,my
4432,britischi
4433,amerikaner
4434,chouft
4435,money
4436,taktik
4437,ächte
4438,nämes
4439,drab
4440,trickfium
4441,persone
4442,viech
4443,viecher
4444,somne
4445,wisse
4446,sofa
4447,weutau
4448,aliens
4449,plüschig
4450,plüschhung
4451,plüsch
4452,alien
4453,weutall
4454,zeiche
4455,pa'
4456,ranze
4457,bäre
4458,dinger
4459,buch
4460,verschiedefarbig
4461,glu
4462,maubiuder
4463,usgmaut
4464,dad
4465,dora
4466,fernseh
4467,meerjungfrau
4468,nöime
4469,what
4470,mitluege
4471,einsich
4472,meerjungma
4473,jesses
4474,bum
4475,yakari)
4476,gäbigste
4477,coucou
4478,(HUSTEN)
4479,(SEUZFT)
4480,(SEUFZT/GÄHNT)
4481,(SEUFZT)
4482,(ERSTAUNTER AUSRUF)
4483,(KÜNSTLICH VERLEGENES LACHEN)
4484,(KAUGERÄUSCHE)
4485,(HOLT LUFT)
4486,(VERLEGENES LACHEN)
4487,(GÄHNT)
4488,(PUTZT DIE NASE)
4489,kussgeräusch
4490,(ZIEHT LUFT EIN)
4491,(HUSTET)
4492,(GERÄUSCH)
4493,(EKELGERÄUSCH)
4494,(KAUT)
4495,(ÜBELKEITSGERÄUSCH)
4496,(LACHT VERLEGEN)
4497,(PFF)
4498,lut
4499,dütlech
4500,stueuproblem
4501,hocker
4502,usfüeue
4503,verschidnigi
4504,öpis
4505,verzeuet
4506,autgriechische
4507,götter
4508,rossfäud
4509,iz
4510,spilet
4511,instrumänt
4512,tuba
4513,orchester
4514,ver
4515,leitets
4516,neu
4517,vatter
4518,neufäud
4519,ehhm
4520,irgendöpis
4521,wès
4522,ws
4523,geschicht
4524,bsunders
4525,schief
4526,ehrerundi
4527,machschs
4528,vorschleger
4529,gfüu
4530,schlafmanggo
4531,gah
4532,fändet
4533,schuu
4534,früe
4535,gsie
4536,grd
4537,mhmmm
4538,usgang
4539,chömmet
4540,eui
4541,haue
4542,eues
4543,auters
4544,letzte
4545,äue
4546,usbiudig
4547,eure
4548,kra
4549,desinteresse
4550,welne
4551,ghörsch
4552,närvigs
4553,störends
4554,ungerricht
4555,usgangs
4556,fraktion
4557,nim
4558,anonym
4559,überforderet
4560,wükech
4561,göt
4562,fründe
4563,aghänkt
4564,gwäut
4565,mm
4566,frouegruppe
4567,ufglade
4568,geiz
4569,zwöiehaub
4570,wüsst
4571,wärdet
4572,kunsthochschueu
4573,option
4574,eigentleche
4575,füraum
4576,studium
4577,dütschland
4578,günstiger
4579,ziviudienst
4580,abr
4581,würket
4582,eiglech
4583,realis
4584,bewusst
4585,bewusstsin
4586,müglech
4587,realistisch
4588,wükleche
4589,esch
4590,ungerscheidet
4591,generatione
4592,euem
4593,umfäud
4594,sowie
4595,faus
4596,politischer
4597,politischs
4598,fäud
4599,linggs
4600,informiert
4601,aktiver
4602,tagespolitischi
4603,abstimmige
4604,sensibilisiert
4605,tagespolitik
4606,beide
4607,feminismus
4608,gender
4609,transgender
4610,emanzipation
4611,bietet
4612,begägnigsorte
4613,konzärt
4614,klassik
4615,rap
4616,faber
4617,züridütsch
4618,ders
4619,letzti
4620,infos
4621,gseuschaftleche
4622,läset
4623,luget
4624,srf
4625,zitige
4626,wr
4627,nome
4628,stoppe
4629,fuck
4630,hätsch
4631,slang
4632,hättet
4633,ost
4634,ju
4635,ungerschribe
4636,sprachufnahm
4637,anonymisiert
4638,identität
4639,vertroulech
4640,ufnahm
4641,jederzit
4642,zrüg
4643,einezwänzigst
4644,jaa
4645,voujährig
4646,kläbt
4647,fingts
4648,isingüebige
4649,anderthaub
4650,hyperaktivs
4651,badi
4652,grendt
4653,autgriechischi
4654,ägyptischi
4655,gschnurrt
4656,tüechli
4657,agfründet
4658,ungergange
4659,dürmischlet
4660,schuechreis
4661,akrüzlet
4662,querflöte
4663,bläser
4664,flöte
4665,piccolo
4666,kompetänt
4667,leitet
4668,richtigs
4669,[...]
4670,minuspünkt
4671,chillig
4672,flexe
4673,jugendsprach
4674,träisch
4675,begabt
4676,pünkt
4677,gstartet
4678,immens
4679,akzäntfacharbeit
4680,novelle
4681,sabotiere
4682,math
4683,geballt
4684,test
4685,schlafmangu
4686,gses
4687,hobby
4688,ufrächterhaute
4689,badmington
4690,trainig
4691,nüni
4692,franzwörtli
4693,essay
4694,abgä
4695,ufgstange
4696,wuchenänd
4697,penni
4698,müeu
4699,zäni
4700,eufi
4701,whack
4702,bringsch
4703,chraft
4704,gäbe
4705,hobbys
4706,reihewis
4707,gsunke
4708,konzentriere
4709,wöi
4710,näbesach
4711,zäntrum
4712,gymerläbe
4713,hardcore
4714,schisst
4715,chömme
4716,house
4717,clubs
4718,bierhübeli
4719,gaschessu
4720,praktisch
4721,momou
4722,ispruch
4723,usgängertype
4724,harzer
4725,dschungu
4726,rave
4727,informatione
4728,indianerparty
4729,quer
4730,irgendwelche
4731,chäuer
4732,chlatsch
4733,verschidnige
4734,arte
4735,soziau
4736,mittupunkt
4737,auterssegmänt
4738,quartaner
4739,tertianer
4740,sy
4741,nerds
4742,gsamthaft
4743,übergangsphase
4744,gsy
4745,kem
4746,konntakt
4747,usbüti
4748,verändert
4749,jeder
4750,vibe
4751,level
4752,gvibet
4753,peaced
4754,offener
4755,azluege
4756,fang
4757,fraktionsübergrifend
4758,oho:
4759,ne:rds
4760,nätt
4761,agnähm
4762,sibte
4763,achte
4764,müe
4765,sitzordnig
4766,sitzte
4767,mess
4768,festi
4769,grüppelig
4770,schlechter
4771,dürmischter
4772,nächär
4773,dingslet
4774,grüppeli
4775,biudet
4776,abzspaute
4777,rächts
4778,wort
4779,gwächslet
4780,hundertprozäntig
4781,arbeite
4782,ufmüpfig
4783,schreie
4784,fö
4785,coole
4786,mathtest
4787,füfehaubi
4788,ghout
4789,leader
4790,sträberin
4791,abstämple
4792,komplet
4793,abgsonderet
4794,karriere
4795,fixiert
4796,dummi
4797,abgstämplet
4798,üssere
4799,note
4800,übergrifig
4801,verbracht
4802,sack
4803,gse
4804,eigeständigi
4805,verla
4806,wend
4807,satz
4808,lu
4809,grusigi
4810,ougebraue
4811,fuze
4812,huerre
4813,OBERHÄNSLI
4814,läck
4815,frässe
4816,balleret
4817,voukotzt
4818,einzu
4819,randständigi
4820,igla
4821,umetoure
4822,usserschuelisch
4823,schu
4824,abgstürzt
4825,cookies
4826,backe
4827,schö
4828,überzügt
4829,JEFFIM
4830,klassechat
4831,gmüet
4832,dumme
4833,chemielehrer
4834,vorbei
4835,auf
4836,ein
4837,zwei
4838,grade
4839,breit
4840,coolen
4841,vergessen
4842,klasse
4843,maturreis
4844,save
4845,lehne
4846,rise
4847,gschiss
4848,schreit
4849,übermacht
4850,heufti
4851,kenn
4852,LINUS
4853,FINN
4854,lustige
4855,spüchli
4856,abziet
4857,fräch
4858,schmeisst
4859,chätschi
4860,raus
4861,kaugummi
4862,schrei
4863,nicht
4864,muss
4865,umgange
4866,zrüggschribe
4867,war
4868,hause
4869,heute
4870,morgen
4871,verfügbar
4872,modi
4873,ufdringlech
4874,steizit
4875,DANA
4876,LIA
4877,bumsisch
4878,häb
4879,(unverständlich
4880,wüsses
4881,nene
4882,euteri
4883,nünteler
4884,fms
4885,theaterstück
4886,asteit
4887,gechillt
4888,übermässig
4889,zwäcksgmeinschaft
4890,däne
4891,gfaut
4892,glücklech
4893,übergrifend
4894,sitze
4895,REMO
4896,böser
4897,stiue
4898,schisse
4899,bedrohend
4900,gmobt
4901,gnueg
4902,JOHANNA
4903,JELSA
4904,lästig
4905,gieli
4906,gmischlet
4907,giele
4908,ruhige
4909,soo
4910,schüch
4911,lö
4912,chille
4913,SARVANJA
4914,euterlech
4915,schüche
4916,tamile
4917,araber
4918,giu
4919,platonisch
4920,ziemlech
4921,modis
4922,gschlosse
4923,usser
4924,drüergruppe
4925,ufregender
4926,mische
4927,bizeli
4928,lager
4929,modizimmer
4930,stresst
4931,pennt
4932,verbote
4933,ufgladni
4934,plane
4935,wü
4936,überhopt
4937,plegere
4938,mittuwäg
4939,epfl
4940,fach
4941,maschine
4942,ragete
4943,ingenieur
4944,baz
4945,eth
4946,chemie
4947,physik
4948,dümple
4949,fa
4950,praktike
4951,design
4952,ganu
4953,überleg
4954,konkuränz
4955,abartig
4956,konsi
4957,klavierlehrer
4958,frei
4959,argentinier
4960,russe
4961,konzärtpianiste
4962,tubist
4963,probier
4964,solo
4965,pianist
4966,gsägnet
4967,giger
4968,solistediplom
4969,solist
4970,enseble
4971,ewige
4972,jahre
4973,asturm
4974,auergröste
4975,traviata
4976,houptroue
4977,besetze
4978,lü
4979,polnische
4980,achzg
4981,hungerslohn
4982,ios
4983,biz
4984,talentiert
4985,pole
4986,ensemble
4987,begabti
4988,setze
4989,wüuds
4990,schaffsch
4991,setzisch
4992,problematisch
4993,übet
4994,superstar
4995,JONAS
4996,KAUFMANN
4997,neä
4998,steus
4999,fürs
5000,uszieh
5001,patriotischi
5002,bärner
5003,city
5004,irwie
5005,ustusch
5006,ustuschsemester
5007,paris
5008,fäng
5009,läbsch
5010,wg
5011,näbejob
5012,hät
5013,bock
5014,nöis
5015,fi
5016,jaaa
5017,abscheu
5018,grässlech
5019,zivi
5020,nützlechs
5021,vora
5022,usboue
5023,hiufschräft
5024,chliching
5025,autmönsche
5026,betreuig
5027,gäudverschwändig
5028,pure
5029,biudigseta
5030,kürzt
5031,miliarde
5032,türi
5033,jets
5034,aupe
5035,abstürze
5036,eigenützige
5037,siech
5038,schwöre
5039,raschte
5040,abwäge
5041,müglechst
5042,ufwand
5043,linggi
5044,bewegig
5045,wesentlech
5046,stercher
5047,gfüe
5048,way
5049,feministischi
5050,lingg
5051,flügu
5052,agressiver
5053,igschnappt
5054,fuggt
5055,DEBI
5056,NILS
5057,lingsextreme
5058,krei
5059,emanzipationssach
5060,schwuli
5061,toleranz
5062,defining
5063,ANNA
5064,MIKA
5065,ähh
5066,schwär
5067,intoleranz
5068,wachst
5069,enorm
5070,wachse
5071,rächtsextreme
5072,spannige
5073,extremer
5074,linggsextrem
5075,agressiv
5076,schüb
5077,jugendkrawall
5078,jugend
5079,politisch
5080,betrachte
5081,standpunkt
5082,schreckensort
5083,schwarz
5084,azündet
5085,oberland
5086,auti
5087,schrecke
5088,minere
5089,ohh
5090,drögeler
5091,krawall
5092,kabutt
5093,befasse
5094,ufs
5095,breite
5096,fäuder
5097,systemgägnerische
5098,kreise
5099,maga
5100,systemgägner
5101,krassi
5102,asichte
5103,obs
5104,kommunistischi
5105,anarchistischi
5106,antikapitalistischi
5107,schwecher
5108,partygänger
5109,gägner
5110,igsteut
5111,JANIS
5112,EVA
5113,JANNIS
5114,usrotte
5115,kommunistische
5116,system
5117,hotspots
5118,krasseri
5119,öffentlech
5120,anti
5121,lingge
5122,houptsächlech
5123,rächte
5124,trump
5125,supporter
5126,palästinenser
5127,dräcksaraber
5128,jude
5129,amis
5130,rutsch
5131,usgong
5132,hotspot
5133,trash
5134,erträgende
5135,kapitaliste
5136,ideologisch
5137,chreis
5138,überzügige
5139,kulturell
5140,dachstock
5141,rössli
5142,homies
5143,ums
5144,schl
5145,aspäkt
5146,trotzdäm
5147,drinn
5148,achzäh
5149,verkackte
5150,mojito
5151,luut
5152,hopsisch
5153,gspräch
5154,engagement
5155,progr
5156,euters
5157,publikum
5158,öffentlechi
5159,soziali
5160,pärkli
5161,schanze
5162,sunnti
5163,tschegge
5164,funkionierts
5165,funkts
5166,wahnsinns
5167,ufgfüert
5168,chammermusig
5169,lokal
5170,orchesterwärch
5171,synforchester
5172,biete
5173,tscheggts
5174,spiusch
5175,dinere
5176,dächu
5177,dj
5178,annenmaykanntereit
5179,wegen
5180,lisbeth
5181,februar
5182,wück
5183,ami
5184,hauestadion
5185,halle
5186,5
5187,ez
5188,gröste
5189,genre
5190,ungerdesse
5191,momentan
5192,hip
5193,hop
5194,houptsächleche
5195,dütsches
5196,kiz
5197,bärndütsches
5198,internationale
5199,törnt
5200,ahm
5201,facebook
5202,twitter
5203,sprüch
5204,houptmedium
5205,redit
5206,memes
5207,änd
5208,healthy
5209,wenigste
5210,zies
5211,kapple
5212,zuespame
5213,suff
5214,gnauer
5215,wichtigs
5216,nahlu
5217,abend
5218,ef
5219,präpositione
5220,gebildete
5221,hochstehende
5222,chummi
5223,asozialer
5224,männleche
5225,adressiere
5226,leben
5227,anglizisme
5228,apassti
5229,wüsset
5230,red
5231,ELA
5232,maximum
5233,asoziau
5234,ärnster
5235,herkunft
5236,thurgau
5237,schaffhausen
5238,penetrannts
5239,nenei
5240,unterschrift
5241,chumme
5242,ahhh
5243,gheit
5244,verkümmeret
5245,trumpete
5246,saxophon
5247,Herr
5248,angerem
5249,sire
5250,usbouts
5251,synfonieorchester
5252,fagott
5253,oboe
5254,mitgmacht
5255,öpe
5256,abwärts
5257,wiederhousch
5258,gmüetlecher
5259,tests
5260,zöite
5261,verdrängt
5262,schlafrhythmus
5263,apasse
5264,freizitaktivitäte
5265,kollidiere
5266,namittag
5267,öpisem
5268,fürd
5269,aubes
5270,dervor
5271,vorhande
5272,freizit
5273,baut
5274,höre
5275,verfouge
5276,schutet
5277,würkech
5278,effektiv
5279,treit
5280,klasseabhängig
5281,letzt
5282,üser
5283,ablege
5284,musigfescht
5285,jüngeri
5286,jää
5287,schwauwis
5288,sträberinne
5289,sibti
5290,ehemalige
5291,abgleit
5292,bhautet
5293,bitzli
5294,geischtige
5295,veränderig
5296,asoziali
5297,asoziale
5298,sine
5299,([lacht)
5300,brave
5301,absolut
5302,verlouf
5303,abgschwecht
5304,füehle
5305,zueghörig
5306,nätte
5307,düe
5308,magic
5309,unbehoufe
5310,abgestzt
5311,LOU
5312,nig
5313,gfloge
5314,bache
5315,brownies
5316,störend
5317,probieres
5318,nätti
5319,mitläufer
5320,MORITZ
5321,LEON
5322,risse
5323,dünkts
5324,teilwis
5325,unsäglech
5326,franzlehrerin
5327,fra
5328,nein
5329,haben
5330,schon
5331,gestellt
5332,noch
5333,zweite
5334,beantworten
5335,masch
5336,sportlehrerin
5337,unser
5338,feld
5339,reserviert
5340,gehen
5341,hier
5342,richtg
5343,dürezoge
5344,gut
5345,ungloublech
5346,amacht
5347,leitig
5348,fragt
5349,überfordert
5350,göng
5351,versteits
5352,HECTOR
5353,sibteler
5354,plöi
5355,derlet
5356,miesi
5357,zmittag
5358,ap
5359,doppulektione
5360,stadt
5361,doppulektion
5362,ornig
5363,wahnsinnigs
5364,erläbnis
5365,lektion
5366,gang
5367,housch
5368,interview
5369,widerhout
5370,gflüchtet
5371,mitleid
5372,zmingst
5373,einzuperson
5374,wäuelängi
5375,stärbens
5376,zuesätzlech
5377,aschluss
5378,bestehende
5379,schwirgig
5380,KARL
5381,neja
5382,stressts
5383,wäri
5384,regle
5385,maturreise
5386,aukohouverbot
5387,hange
5388,studänteläbe
5389,füere
5390,studäntepartys
5391,NINO
5392,ru
5393,luft
5394,ruhmfahrts
5395,aerohydro
5396,aerohydrodynamik
5397,maschinebou
5398,NINA
5399,witzlos
5400,bewärbige
5401,bruefserfahrig
5402,schuleiter
5403,musigschu
5404,oberämmitau
5405,prozänt
5406,pänsum
5407,ämmitau
5408,erreichbar
5409,ostschwiz
5410,usbiudet
5411,pädagogischi
5412,mam
5413,uftritte
5414,ires
5415,verdient
5416,länder
5417,europa
5418,brilliant
5419,talänt
5420,arbeitskonditione
5421,beschwäre
5422,dankbar
5423,wetsch
5424,gschleglet
5425,arbeitisch
5426,setzte
5427,seschs
5428,läbensinhaut
5429,grossartige
5430,formatione
5431,niveau
5432,warsch
5433,TILL
5434,MAX
5435,gschwunge
5436,angererersits
5437,bequem
5438,chlin
5439,grösseri
5440,stedt
5441,chaotisch
5442,lausanne
5443,stage
5444,agnähmer
5445,gäbi
5446,dütschschwiz
5447,wäusche
5448,sudium
5449,amigs
5450,münche
5451,wohnsch
5452,abgnablet
5453,befristet
5454,diräkt
5455,militärspiu
5456,schöntsch
5457,unnötige
5458,probe
5459,musikalischer
5460,äbeni
5461,mäche
5462,profimusiker
5463,diräktionsusbiudig
5464,militärusbiudig
5465,höch
5466,agse
5467,konkuränzkampf
5468,gäbige
5469,bechum
5470,gschänkt
5471,bruefsperspektive
5472,erzoge
5473,realiste
5474,technischi
5475,digitali
5476,entwicklig
5477,dri
5478,idruck
