original_id,original
2424,gad we se mit frou XXX verglichsch
2425,u o frou XXX
2426,du gsehsch
2427,si hei meh läbenswisheite
2428,go
2429,dr XXX
2430,da weiss me o nid so
2431,het graui haar aber gseht chli jünger us als er villech isch
2432,dä isch o
2433,ja eifach mau aui vierzgi (LACHT)
2434,(UNVERSTÄNDLICH) chönnt villech o ja gad äner
2435,änds drissgi so
2436,sini ching si ja würk no nid alt er het ja erst gad dis jahr es ching becho
2437,guet äbe mir hei mau e lehrer gha de het mit
2438,füfzgi
2439,es ching becho
2440,söus gä oder
2441,dès hei mer ja hüt gad glehrt
2442,i ha o ds gfüeu mir heis
2443,mir hei nid sehr viu hüt derzueglehrt
2444,verschiednige mutatione aber
2445,mir chöme schneu vorwärts aber mir müesse immer füf lernziu striche
2446,vou
2447,ja guet okay
2448,aber immer dès won er verzeut het er irgend e nöii lebensgschicht won er när drissg minute derfür redt u du bisch so dert so
2449,het er scho ds föteli zeigt vom andere was isch s albinohas gsi won er gfunde het und
2450,eifach so ei federe
2451,toll
2452,aber weisch no
2453,hase
2454,es git o schneehase wo wiss si
2455,wie weisch itz öb das e albinohas isch oder ni
2456,aber weds itz im winter gsehsch
2457,de chaschs nid wüsse
2458,u was het er gseit was mer mache chöi zum teste vögu ifange se chrüze i mit emene gsunge
2459,gsehsch mi
2460,irgend aneme vogu hingernacherenne
2461,guet da wer het wer het denn igfange tubene
2462,vilech hätte sie ja albinotube verwütscht
2463,die ja
2464,mit däm vi viu sex
2465,bim XXX
2466,ah stimmt bir XXX ja di hasst jo
2467,isch XXX mit üs ds venedig gsi ja
2468,isch die nid no meh gstorbe aus ig
2469,ah stimmt
2470,rom
2471,so lang geits nüm
2472,i ha mi letscht hin ja
2473,friti vore wuche am abe mit XXX weisch zum bahnhof füre gloffe
2474,när het er so mit mir über s italienisch gredt
2475,u när so ja
2476,bü machet der eigentlech
2477,dir machet ja sicher wieder u er geit so u er so ja ja
2478,ah wük wenn de
2479,när i so ja im früehlig
2480,ah stimmt das isch die reis
2481,scho wieder göht dir eigentlech jedes jahr u när ig so ja
2482,u när er het gloubs zersch gmeint i mache spass när i so
2483,itz würk u när i
2484,ja mir ɡö jedes jahr
2485,ja u er so gseit u ir prima gömer när nach fire fie firenze
2486,ja firenze
2487,när er so
2488,o mein gott huere geil i wett das o
2489,isch das nid ir toscana
2490,isch s e ei
2491,aber o hm
2492,i weiss es nid
2493,mir hei würk mir hei itz eigentlech mega viu reise no
2494,budapest
2495,villech spanie
2496,firenze
2497,tessin
2498,EF-wuche
2499,mir hei no sechs reise
2500,irgendwo wo me spanisch redt
2501,ja florenz isch im fau d houptstadt vo toscana
2502,stimmt stimmt stimmt
2503,ou
2504,oder jaja i kenne di einti
2505,alk kauft
2506,aso vo üsem jahr ja
2507,isch da nid no die angeri XXX derbi
2508,het sie wiederhout
2509,aso de isch si itz ir tertia
2510,(UNVERSTÄNDLICH) wie mit ihre
2511,lebenssituation chanis nu
2512,weisch verstah
2513,sie d eutere si ja beidi tot u sie wohnt ja itz alleini ire wohnig
2514,u die muesch ja o irgendwie finanziell klar
2515,hu i wüssts ni
2516,ja ehm aber isch glich krass
2517,i ha äbe gad gseh dass sie witerhout
2518,äbe und d freifächler chöme mit
2519,XXX wär mau no gsi
2520,hm ja und d XXX gits nu
2521,isch nid süsch no öpper dert im freifach womer kenne
2522,geit sie no
2523,(UNVERSTÄNDLICH) scho ja
2524,was isch eigentlech mit dene arme latinisch mönsche
2525,gö die nie wäg
2526,ienisch stimmt
2527,guet es git ja kes land wo me latinisch redt da isch italien italie ds nächste
2528,nume no
2529,ja de is der schwerpunktfächler u sie
2530,o nei u sie müesse ja s isch nid mau freiwiuig
2531,ui so schlimm
2532,i has nie gseh im fau
2533,i has niene gseh
2534,du versteisch eifach anderi wörter aber
2535,s tuet mer leid aber er gseht itz gad nid so us wiene mönsch wo medizin studiere wett
2536,er gseht meh us wie so ne
2537,er gseht für mi chli wiene informatiker us
2538,bh
2539,und sie für mi
2540,dès isch wie XXX mit ihrne gsichtsforme
2541,du gsesch us wienes achtegg
2542,a was gsehsch
2543,het sie nid mau mit öpperem drüber diskutiert u när
2544,gloub sogar u när sie so
2545,oder gester
2546,u när XXX het o so gseit so ja ja sie het irgendwie die
2547,gsichtsform u näre so ne'nei das gseht me nid a ar gsichtsform das gseht me eifach
2548,aber me gsehts nid are gsichtform
2549,oh gott
2550,guet XXX isch ja aber
2551,guet XXX isch eh alles mit forme
2552,i weiss no denn ir erste gs gschichtsstund
2553,isch sie so näb mir ghockt u u wo herr XXX ichecho isch dä gseht us wie nes häsli
2554,so (KÜNSTLICHES LACHEN)
2555,(LACHT) oh ne:i
2556,u di:ng ehm
2557,wie hei bi XXX
2558,het sie o so gseit dä gseht us wie ne aff
2559,i dä het mi so gnärvt
2560,vor auem wüu sie denn cho isch ja chöit der bitte d husufgabe uf nächst wuche mache dès nid so schlecht usgseht
2561,ir quarta hei mer kene gha
2562,tsja
2563,i gloubs wenn i mau
2564,gymerlehrer würk würd wärde
2565,wes geit wetti ds praktikum bir frou XXX mache
2566,bir frou XXX hätti z fest angst
2567,guet italienisch chönnt i o ni studiere
2568,was isch eigentlech du tuesch ja immer ä
2569,wie seit me e major und a minor uswähle
2570,aber we du itz
2571,seisch wettsch gymerlehrer wärde u du
2572,di major isch
2573,au psychologie
2574,u di minor änglisch muesch när
2575,praktikum im änglisch mache im psychologie oder muesch i beidne
2576,wüu schlussentlech chasch ja beides
2577,unterrichte
2578,ja de mit änglisch
2579,aber wed itz gymerlehrer machsch
2580,nei sie hei einzelni
2581,i weisch wie we de
2582,aui drü Ps müesstisch nä
2583,niemer chämti da chämti e philosophiekrise
2584,pädagogik fingi geil wüus
2585,i finge psychologie z coolste
2586,vor auem da diskutiersch ja när eifach
2587,über m m möglechkeite
2588,hm ja
2589,sone (UNVERSTÄNDLICH)
2590,we sie sech mau e frag steut hui
2591,da hesch de thesene
2592,ja so s hm
2593,mir hei i bi ja letschthin da bi dem
2594,doktor gsi wo när mit mir so über zuekunft gredt het oder
2595,u när het der so gseit ja psychologie
2596,er heig zwe kollege gha
2597,di heige psychologie studiert
2598,u när er het wöue begründe wieso dass ers mer abratet
2599,erste grund
2600,ja we de psychologie
2601,studiersch bisch eifach
2602,di chlini schwöschter vom psychiater u so
2603,du chasch irgendwie ja muesch haut wie uf die chli druf iga mängisch
2604,u zwöitens er heig zwöi kollege gha wo psychologie
2605,studiert heige u die sige beidi im suizid glandet so
2606,wüu ja wüu sie sech so
2607,was het er gseit
2608,du hesch wie zwöi sitene hie isch guet hie isch schlächt u wed bir schlächte bisch aber när hinger d barriere vom schlechte gheisch de bisch efach
2609,fertig
2610,aber du bruchsch immer wieder lüt wo di när äbe is läbe zrüggzieh
2611,ts h nei wüu de irgendwie
2612,aues so lehrsch
2613,wos e chli
2614,die frage wo sech chöi steue när luegsch bi dir seuber uf dès züg
2615,u muesch di wie chönne distanziere aber i meine
2616,es git lüt die chöi
2617,dès eifach aber klar es git immer lüt weisch wo sech när
2618,mega afö hingerfrage aber
2619,i gloubs we sech so viu lüt würde umbringe we sie psychologie studiere
2620,hätt mes villech mau abgschafft
2621,oder irgendwie e warnig gä
2622,ne:i o mein gott
2623,weis wenigstens weisch mit psychologie öppis verbunde wär was für usdrück oder so
2624,aber sicher nid
2625,emoji studiere o mein gott dès
2626,so blöd
2627,hesch eigentlech der emoji fium uf netflix scho mau gseh
2628,dä muesch luege dä isch lustig
2629,er isch im fau huere lustig
2630,mou:
2631,muesch luege dä isch lustig
2632,er isch härzig er isch mitem james corden
2633,wettsch du eigentlech o mit cats cho go luege
2634,oder interessierts di nid so
2635,wüu XXX u i wei ga
2636,villech hättsch ja lust mitzcho
2637,amerika chunnts am elf füfte dezember
2638,hie villech chli
2639,hie villech chli später
2640,villech ends dezember oder januar so
2641,ts james corden spiut o mit
2642,er spiut e chatz
2643,aso ja isch ja logisch
2644,aber sini (UNVERSTÄNDLICH) im trailer es isch so typisch james
2645,und d rebel wilson heisst sie vo pitch perfect di blondi
2646,die
2647,die genau die spiut o mit
2648,die het o scho sone geili ehm (UNVERSTÄNDLICH)
2649,a jason derulo u taylor swift o no
2650,mou i finge taylor swift di besti o mein gott
2651,so guet vor auem wüu sie ja seuber cat lover isch
2652,über drü chatze
2653,aber d rollene si irgendwie immer apasst
2654,nei wobi i ja mau e fium mit ihm gseh
2655,erstens der fium het mer ni gfaue wüu er so depri isch
2656,u isch eifach
2657,james komplett angersch wüu isch so
2658,woner erwachse isch er wott bire talentshow mitmache u isch haut so chli der loser
2659,u när macht er bire talentshow mit u singt u irgendwie i weiss nüm ganz wies gändet het
2660,äuä guet
2661,aber s isch irgendwie
2662,es isch haut chli e depressive fium gsi
2663,tja
2664,was i unnötig finge när youtuber wo afö sänger wärde oder so oder weisch so
2665,aber i ha aube ds gfüeu
2666,d lüt so im allgemeine beklage sech meh we youtuber oder so öppis wärde wie sänger wo schouspieler wärde
2667,di meiste wo ja würk berühmt si die si ja o agsteut weisch itz
2668,england isch doch glynn
2669,so gross wüu mega viu youtuber agstellt si u so mit ihrne offices
2670,aber sie hei ja när o ihri shops u weiss nid was alles de verdiene sie dert no meh
2671,ja mo mou
2672,dä wo irgend e stung lang über über irgend e partei
2673,ah isch dès der rezo gsi
2674,aber (???) ja ja
2675,ja i::: ja:
2676,u du muesch se de glich ame ono
2677,so proof
2678,luege
2679,dsch ja de glich zum teil no fasch e stung oder so
2680,i finge o
2681,aso da muesch haut vlogger (gang/gen) ha aber der alfie deyes isch ja daily vlogger u dä ladt würk
2682,jede tag am füfi si vlog ufe
2683,u di si zum teil o fasch zwänzg minute u
2684,u de überleisch er vloggt der ganz tag u när schnidt er aber a dem tag immer
2685,no der vlog vom tag vorher u ladt dès aues ufe u er schnidts würk selber
2686,du chasch ja du chasch ja
2687,eigentlech scho ja wobi er het gseit er findets no cool
2688,wenn er när o mängisch sini alte vlogs er cha es isch wie sones tagebuech für ihn
2689,und ja i gloubs ja ganz privati sache
2690,äbe scho nid weisch so allgemeini sache ja er geit itz
2691,er geit so chli go shoppe i brighton u so när geit er go ässe oder
2692,när er bout o viu sache er het när
2693,sone serie gmacht won er mit kollege
2694,het er e van boue när hets drü teile gä oder won er eifach jede tag gfiumet het wie sie dès boue weisch da dänki so dsch no öppis cools
2695,aso i weiss ni wies isch
2696,uf mi
2697,würkt der gloubs wie ne person er isch mega so
2698,drama freak
2699,weisch so wüu wüu er cha o
2700,sis handy wäglege er er isch m
2701,kennsch zoella
2702,zoe sugg
2703,egau dsch sini fründin di isch o mega grosse
2704,aso ja sehr berüehmti youtuberin vo england
2705,si hei när o immer sone zit
2706,zum bispiu gad so nöijahr wo sie so säge so
2707,aues weisch zwöi wuche wäg eifach nüt
2708,u de när sie äbe dès mache sie mängisch scho o u de seit er o ja itz
2709,di nächste paar täg chunnt itz ke vlog u so u derfür chunnt när villech mau es längers video weisch
2710,oder er het itz o
2711,er het zwöi channels gha lang ä
2712,de aso vlog channel und normale channel woner videos haut ufeladt aso
2713,eifach challenges
2714,u da het er itz es zitli lang o agfange so
2715,ja wie so nid talkshows aber s si so podcasts z mache
2716,wo si när so
2717,über züg rede u so
2718,halt chli ufwändiger wo när wük aube e stung si gange
2719,ja aber es git när o die wos nid chöi
2720,mi närve eifach youtubers wie so logan paul und
2721,i ha ne o no nie gluegt aber
2722,mau
2723,churz
2724,es jake paul video gluegt aber i ha när
2725,u eifach der skandal halt denn
2726,vo logan paul het me ja mitbecho
2727,u eifach scho dès
2728,i wetts när scho gar nid luege weisch
2729,was de (.) viu meh gits ni
2730,ah si das die vier wo da
2731,ja aber mau vier gsi u när
2732,zwöi si doch zäme gsi u när hei sie schluss gmacht irgendwie so öppis
2733,a:h
2734,muesch ja für youtube oder
2735,i nei
2736,si sie itz eifach z dritte
2737,mhm eifach so ab und zue mau
2738,ah die spekulation
2739,es git o
2740,ja du weisch äbe
2741,dolan twins james charles u i weiss ni öb d emma chamberlain
2742,egau nei dès si dès si mau so
2743,si hei sech sister squad gnannt u si so best friends gsi oder
2744,isch ja logisch gsi dass dès nid läng häbt wes so gross wird
2745,u när hets äbe o so mega spekulatione gä
2746,vo zwöine das ethan und emma
2747,zäme si
2748,u gäu si hei nie öppis gseit nie so
2749,ja und o nie wei
2750,wiu er se mau agluegt het u glächlet het när au gad so oh oh mein gott
2751,(UNVERSTÄNDLICH) u weiss ni was aues so
2752,mega schlimm ja
2753,u när
2754,o mit dem andere
2755,irgendwie i weiss ni
2756,zum teil när kommentär u när dès ganze drama mit james charles da
2757,u när dès isch o huere schnä tschudigung o mega schnäu usenang gange
2758,u när hei sie sis nume no drü gsi u nächher (i)schs isch plötzlech jede alleini gsi ussert haut
2759,zwillinge wüu ja es si brüetsche oder die
2760,u itz si aui wieder am usraste wüu sie itz äbe mit dem tiktoker
2761,befründet isch u aui meine sie sige zäme u so u itz
2762,bi jedem kommentar immer so weisch mängisch si kommentär würk lustig
2763,aber itz
2764,alli kommentär si irgendeso oh mein gott
2765,ob sie itz mit ihm zäme isch u so
2766,ja u was äch itz dr anger dänkt
2767,u när het der
2768,dolan twins hei ja süsch jede zisti öppis posted u sie hei gseit när z viu stress dès wei sie nüm mache
2769,sie müesse
2770,psychisch haut chli zyt für sich näh zum mau psyche so chli ja weisch wieni meine
2771,u nächher het er so letschti öppis twitteret so vo wege
2772,ja är sig froh
2773,für aues schlechte won ihm jemaus passiert isch wüu er
2774,wie
2775,sech kenneglehrt het u itz weiss was er für ne person isch
2776,u när isch o gad es video cho
2777,ethan
2778,responds to emma and aaron rumour weisch
2779,die zämehäng när so
2780,lüt loht die arme mönsche la si
2781,dès fingi aube o z beste we sie so
2782,ja irgendwie berüehmtheite kommentiere o mein gott i hasse die
2783,woni när so denke so ja was vergüdisch zit uf dene
2784,ihri instasite oder so z ga u dès z schribe
2785,es isch so
2786,we dès bi öppertem berüehmtem machsch
2787,äs geit null komma zwöi sekunde u nächher chöme alli fans
2788,u mache di abe
2789,ja aber es isch e unnötigi meinig
2790,es isch o mängisch we sie kommentiere irgendwie
2791,ke ahnig was bi stars irgendwie unnötigs züg kommen ja aso
2792,ja äbe
2793,oder eifach für sich bhaute
2794,so wie angeri mönsche o
2795,oder villech wei sie äbe grad e rektion e reaktion
2796,villech si sie mega fan u hei ds gfüeu mit hasskommentär machenis när (UNVERSTÄNDLICH)
2797,i weiss nid die gseuschaft isch mängisch chli komisch
2798,me chas nid studiere
2799,jede isch ungerschidlech
2800,aso weisch
2801,es würd mi o nid störe
2802,finges eifach unnötig we sis abelade zum ihri chind z überwache
2803,was i verschtah cha isch
2804,mini gotte
2805,ihri tochter
2806,isch für nes jahr nach amerika die macht FMS u die het när es ustuschjahr gmacht
2807,u dert het d muetter snapchat u instragram abeglade
2808,woni muess säge okay chani verschtah wüu ja dis ching isch wäg u
2809,anstatt immer über whatsapp schribe oder so
2810,chasch mau halt es bild snappe oder
2811,der kontakt isch haut chli angers
2812,oder äbe uf social media gsehsch was sie postet u so dsch ja o schön
2813,i mei
2814,mir hei ir schueu denn
2815,mau glehrt mir söue nie
2816,weisch es chöme doch mängisch da die mönsche wo der so züg verzeue
2817,ir schueu (.) weisch so wie poliziste chöme u bi üs si när mau lüt weg so
2818,sicherheit soziale medie cho sie hei när so gseit ja
2819,mir söue üs immer frage
2820,ob das wo mir uf
2821,de soziale medie würde ufelade wo s jede gseht
2822,ob mer dès
2823,im schuelhusgang würde ufhänke oder
2824,a stuel würde chläbe wos grossmuetter gseht
2825,aso weisch so ja
2826,ob ob
2827,ob mer s denn o no würde ufelade we mer s ihne nid würde wöue zeige
2828,aber i poste eh fasch nie öppis
2829,i bruches meh also ja so chli (UNVERSTÄNDLICH)
2830,u dä ja
2831,du bisch würk entweder bisch watcher oder player
2832,dä fium isch guet gsi
2833,dave franco
2834,dä gits bi üs nid so zum miete uf üsem färnseh
2835,ja dä fium dä sig zum miete när
2836,aso bis itz ni villech gits n gits ne uf em dütsche
2837,dès wüssti nid
2838,äuä nid
2839,teen wolf
2840,aso nei teen wolf is nid dès isch komisch
2841,teen wolf gits ja nume uf änglisch
2842,und es gits uf em schwizer netflix
2843,aber ufem amerikanische gits es nid
2844,ja und uf em dütsche gits es o nid aber es gits es uf em schwizer
2845,amerikanischi
2846,di einti
2847,di einti kollegin vo amerika äbe
2848,di isch denn mau wil sech uf snapchat sie posted haut nur dert
2849,när het sie sech i de stories mega
2850,beklagt u so ja teen wolf gits süsch gits z amerika oder gits eifach uf netflix ni u so
2851,u so ja was dert wieso dass dès nid git u i när so gschribe ha ja aso bi üs gits es
2852,u när isch sie mega usgrastet so wieso gits dès bi öich u so u weiss ni was aues u när so ja
2853,i weiss im fau ni
2854,harry potter gits derfür z schottland nid
2855,uf netflix
2856,dès isch o no komisch weisch so
2857,da würdsch dänke dès gits dert uf netflix
2858,oder villech geit me dert eifach dervo us jede het die DVDs deheime
2859,gäud mache oder
2860,i frage mi o wie lang dès no geit bis so cinderella u so uf netflix isch
2861,disney filme
2862,aber isch pocahontas nid o druf wüu mir hei doch denn mau eine
2863,auso mache sie
2864,sone plattform
2865,mir hei ja eh di meiste mir he ke di meiste (UNVERSTÄNDLICH) no uf video no
2866,aber glich weisch dès blibt so
2867,dès blibt so öppis speziells
2868,dès isch o
2869,alles ja äbe
2870,all das nöie wo sie verfilme weisch o so
2871,weiss ni hesch mängisch mal d serie heidi oder nils holgersson gluegt
2872,ja äbe di aute di nöie ig o nid aso
2873,mir hei mau gseh es chunnt u när ig so oh jö oder
2874,icheluege u när ischs nöi gsi u mir so hehe nei mir weis nüm luege
2875,mir sie eifach ds alte gwöhnt gsi
2876,nei i ha d serie immer gluegt
2877,di isch härzig gsi
2878,ah pumuckl ah de isch (UNVERSTÄNDLICH) gsi
2879,dä isch härzig gsi
2880,shaun das schaf
2881,pfuuh
2882,ds einte albe gluegt ischs äch
2883,öppis mit blau u mond oder bär
2884,wo d när immer so
2885,ja ä bär gha hesch u när hesch sone halbmond dernäbe gha
2886,u i ha dès immer so cool gfunge die serie
2887,o mein gott ja
2888,wie heisse sie
2889,d rägebogebärli oder so
2890,die sie härzig gsi
2891,oh oder emily erdbeer
2892,die hani o gärn gluegt
2893,es (UNVERSTÄNDLICH) figürli egau
2894,dès hani mau gschenkt übercho
2895,es schmöckt sogar nach erdbeer
2896,u när hets ds honigkuchenpferd gä
2897,ah mein gott
2898,nei:: nei:: du chasch ni
2899,i ha scho albe mit müeh und not
2900,d serie we sie mau cho isch
2901,wo mer denn z amerika si gsi hani die aube gluegt am morge
2902,aber würk mit müeh und not wüu ihri englischi stimmt geit der so uf d närve o mein gott
2903,was i gfiiret ha si bubblegum gsi
2904,kennsch die
2905,dès si so
2906,ja chlini meerjungfroue so wo im wasser u au dès chöi schwümme aso
2907,när gö sie haut abe i d schueu u när lehre sie haut immer so öppis i ha die cool gfunge
2908,oder paw patrol
2909,ha ja:
2910,ui aber die sie cool
2911,aber mir hei o immer gha
2912,nei die sie cool
2913,mou die si cool
2914,mir hei immer zueteilt wär wär isch
2915,mou die si cool gsi
2916,ja äbe dsch ds nöie dsch nid guet
2917,ds isch ehm mako
2918,dès si ja
2919,ja aber die si nit guet
2920,aso sie si ni schlächt aber sie si nid guet
2921,ja ds mako hani nie so würk
2922,H2O isch cooler
2923,finge ig
2924,cool ja
2925,yakari dès hani o scho gluegt
2926,yakari luege
2927,ja i denke äbe mängisch o
2928,ja de gahni schüsch am viertu vor
2929,me cha ja de d norm e chli angers
2930,ah nei i ha ke termin meh
2931,de schribi när eifach dert in
2932,i cha ja de später heicho
2933,wa willsch
2934,(i ha/mh ja)
2935,büecher
2936,klass
2937,dès si so sache
2938,wei mer se hinge
2939,wo heimer vori ufghört schnure mir chöi eifach dert witerschnure womer hei ufghört
2940,viu eifacher
2941,mir si ja
2942,für mi père go das ding choufe d d dès set oder
2943,und itz chunnt der nüu teil u ig dänk mer so
2944,geil
2945,so vou für nüt
2946,nei eigentlich ja nid (.) s isch dsch ja glich cool
2947,(cha)sch ja glich aluege
2948,ja ja u när isch eso
2949,nei (.) scho guet
2950,i ha letschtens irgend sone fium gseh
2951,wie het dä itz gheisse
2952,tststs
2953,american sniper
2954,kennsch dä
2955,irgendwie sone chriegsfium
2956,u dert (.) het er so
2957,sones sone babyszene gha
2958,u ds bébé gseht eifach so komisch us
2959,weisch so unecht
2960,i weiss nid öb s e puppe isch gsi wüu es isch eifach so KOMISCH irgendwie
2961,wie s die ganzi szene so irgend (.) ja
2962,es git so viu geili horrorfiume
2963,überhoupt nid
2964,ig ha (im zäut/säute) sone horror fiume woni würk mega mega geil finge
2965,ja ja das isch (.) ja klar
2966,mh wie het dä fium gheisse (.) blind birds
2967,oder so öppis
2968,da weisch wo sie mit verbundnige ouge
2969,da weisch wosi mit verbundnige ouge umedingsle
2970,es isch
2971,ah black bo
2972,bird box
2973,bi bird box oder
2974,dä isch eigentlech o cool gsi (.) isch zwar eig (.) nid unbedingt e horrorfium
2975,e chli meh
2976,dä han ig o
2977,aso ja
2978,er het mi ei(gentle)ch guet dünkt
2979,i gloube de hani de doch nid gseh
2980,äh es cha si
2981,ah ja vou vou
2982,i weiss wieso
2983,i weiss o nüm wiener heisst irgend uf netflix
2984,o sone horrorfium gluegt und da hei sie so
2985,einisch im jahr
2986,gloub zwöuf stung lang dörfe sie aus mache wo sie wei
2987,nüt isch illegal (.) aso ischs ja genau (UNVERSTÄNDLICH)
2988,dä isch o mau
2989,jesus i weiss nüm wiener heisst
2990,ja sie dörfe mache was sie wei s isch nüt illegal
2991,ja i weiss nüm wiener heisst
2992,ou o u
2993,ja sie
2994,i weiss (.) es isch so zum luege ischs me:ga me:ga cool
2995,bi ja vou
2996,ja' isch es
2997,ja (.) aber weisch zum bispiel o bi black mirror (.) oder das si ja so so sache (.) das chönnt mau passiere aber sie si haut
2998,ds komiste vom komiste aso weisch wieni meine dès wär de ds extrem vom extrem wes wük so passiert wahrschinlech du hocksch när mängisch dert u dänksch so
2999,o gott
3000,we das würk mau so wird
3001,stimmt o wieder aber
3002,s aber öbs öppis dran änderet am verhaute
3003,für mi isch dès ja när eh nume fium oder e serie oder was me de o immer drunger versteit
3004,sie si e gueti hiuf
3005,die chöi viu meh aus mir we me se richtig ehm
3006,sie si biuiger drum oder sie chöi meh aso wie sölli säge e e roboter
3007,zum äbe e kassierer dä bringt viu meh mönsche weisch ir sägemer mau ir zure beschtimmte zytspanni düre aus e kassierer
3008,wüu de kassie:rer de tuet (.) muess ja zerst no usrä oder weisch muess ja dès aus i ds züg igä i k i kasse ds züg usenäh u när schnursch ja no mitne weisch wieni meine
3009,u das macht e roboter natürlech när nid aber isch derfür schneuer und effektiver
3010,ehm wie söui säge
3011,isch haut meh
3012,ja über dès (hesch/hani) ja eh scho verzeut
3013,i wott es chunnt mir wärde mau stärbe wäg roboter
3014,die wärde ihri eigeti
3015,psyche entwickle
3016,u när wärde sie üs au umbringe wüu mir se wie sklave behandlet hei
3017,ja aber es chönnt doch si nid
3018,es cha haut wük si
3019,that's (UNVERSTÄNDLICH)
3020,of the robot
3021,hesch du eigentlech XXX mau wieder gschribe
3022,i ha äbe scho mega lang nüm gschribe und i i nime mers geng eifach geng wieder vor und vergisses jedes mau wieder
3023,mir chönnte scho frage wies ere geht
3024,u dr XXX sötti o wieder mau schribe
3025,(dere/ihre) hani o nie
3026,i weiss es nid (LACHT)
3027,(UNVERSTÄNDLICH) het jetzt o d familie gä
3028,oder
3029,ja oder
3030,das isch sicher ehm zimlech e nachteil
3031,mhm ja
3032,ja ja vou
3033,isch haut so scheisse wüu
3034,äbe du lehrsch itz d lüt eigentlech dür d schueu kenne
3035,i däiche när
3036,geisch ja de
3037,ds ehm nebraska
3038,geit sie wahrschinlech nid so use
3039,normalerwis
3040,isch itz haut blöd gloffe oder
3041,super aber verleideter das ni
3042,äbe ja eh
3043,o nei o nei
3044,ja dir fä
3045,dir fähle haut nährstoff
3046,d frag (.) aso weisch der salat seuber isch ja nid schlimm sondern d sosse
3047,ja (i)sch huere geil
3048,i ha am (UNVERSTÄNDLICH)
3049,guet we zu mc donalds geisch muesch o ni erwarte dass d öppis gsungs issisch wüu
3050,nei de weisch ja dass d eigentlech
3051,jop
3052,däich o das isch ähnlech
3053,ungsung
3054,wie ds angere
3055,aso wüsse tuenis nid
3056,aber i nimes mau a
3057,weiss haut nid wüu weisch i weiss ja ni wie br weisch was wie gsung dass das brot isch
3058,u der chäs u so u när (UNVERSTÄNDLICH)
3059,i ha gad wöue säge i s
3060,we mes einisch oder weisch eso einisch im monet oder weisch so ab un zue isst spiut dès ke roue
3061,es spiut ersch e roue weds jede tag nimmsch
3062,so (UNVERSTÄNDLICH) oder i (.) lieber pizza
3063,aso wenn i mi chönnt entscheide zwüsche subway
3064,und was weiss i u (irgendwo/immer) pizza ässe
3065,giengi immer go pizza
3066,i chönnt pizza gloub nume pizza ässe
3067,isch zwar o nid ds gsündste
3068,aber glich
3069,doch
3070,lug itz chasch so viu verschiednigs züg druftue
3071,lug itz dert chasch so viu verschiednis züg druftue u dès
3072,zausch eifach für eis
3073,git ke gägeargument
3074,es söu jede das ässe woner gärn het
3075,ah okey ja
3076,es isch (UNVERSTÄNDLICH)
3077,guet mängisch ischs ja nu
3078,cool weisch so öppis sauzigs u süesses aber s chunnt äbe drufa was es isch
3079,s git o so sache wo de seisch vou das wird eh nie ga
3080,aber es paar lüt hei dès eifach gärn u s
3081,weissi nid
3082,das het verwirrt
3083,dès nid das isch wos eigentlech sött si vou
3084,ja da (isch) ja d frag wie
3085,no wie notwendig isch das itz
3086,ja (UNVERSTÄNDLICH) dollar store
3087,walmart tar target
3088,ja aber isch (UNVERSTÄNDLICH)
3089,guet walmart het o chli di
3090,crazier lüt
3091,wo ichoufe
3092,dä isch o dert gsi
3093,s git ja so
3094,ja du muesch eifach sch schwein ha sägemers eso
3095,ja (UNVERSTÄNDLICH) viu lüt wo säge dasch z wichtige du muesch guet usgseh
3096,u schüsch
3097,u wed nid guet usgseht muesch eifach mega mega tälentiert si
3098,wüu schüsch wirsch nid berüehmt
3099,kenni ni überhoupt nid
3100,a'a'
3101,schiis druf
3102,i kenne
3103,so eini eifach i weiss ni wie sie heisst instragram woni no instragram ha gha
3104,ab und zue föteli mit dere gluegt die tuet so fotos nachesteue
3105,weisch so vo stars so perfekt usgrichtet so nachem motto ja
3106,mir si perfekt u so oder u när steut sis nache wie sone real life wie s so in real life isch u so
3107,normali person versus
3108,ke ahnig irgende promi u när so a'
3109,(UNVERSTÄNDLICH) so lustig so säubstverarschig
3110,oder eifach so komedy comedy sache fingi haut lustig
3111,nei kenni gar ni
3112,morn tanz
3113,i fröie mi eifach nume z gseh wies e(ifa)ch d häufti vor klass wird aschisse (LACHT)
3114,u er dert so
3115,(UNVERSTÄNDLICH) steu
3116,(UNVERSTÄNDLICH) dert so
3117,i dert so (UNVERSTÄNDLICH) i denke nei
3118,nei wieso
3119,u der herr XXX vo wahrschinlech wird abga
3120,barfuess
3121,tüe sie komplett usraste u XXX
3122,wüu di rastet o sie het gseit sie chömm ni
3123,sie het gseit sie chömm nid
3124,sie chöng das ni we niemer socke an het
3125,i ha ds gfüeu gha er machi de der bou:m
3126,so ehm ja
3127,ja' (.) das wird o passiere
3128,stimmt okay aber XXX wird alleini verrecke XXX mit u XXX
3129,obwohl er fröit sech ja aber gloub dä fröit sech eifach o nume wüu eifach aui so
3130,(UNVERSTÄNDLICH) eh
3131,ehnste
3132,uf ds tanze
3133,i würd lieber (UNVERSTÄNDLICH)
3134,hoffe mer wirds nid so schlimm
3135,aber äbe i hoffe s isch eifach besser aus grätturne
3136,XXX u (UNVERSTÄNDLICH) eigeni
